test_target_macro_f1,test_target_micro_f1,test_target_f1_caucasian,test_target_f1_hispanic,test_target_f1_homosexual,test_target_confusion_caucasian_neg_neg,test_target_confusion_caucasian_neg_pos,test_target_confusion_caucasian_pos_neg,test_target_confusion_caucasian_pos_pos,test_target_confusion_hispanic_neg_neg,test_target_confusion_hispanic_neg_pos,test_target_confusion_hispanic_pos_neg,test_target_confusion_hispanic_pos_pos,test_target_confusion_homosexual_neg_neg,test_target_confusion_homosexual_neg_pos,test_target_confusion_homosexual_pos_neg,test_target_confusion_homosexual_pos_pos
0.6452894806861877,0.6714082360267639,0.4054054021835327,0.7246376872062683,0.8058252334594727,1623,118,14,45,1756,18,1,25,1554,79,1,166
