test_target_macro_f1,test_target_micro_f1,test_target_f1_african,test_target_f1_arab,test_target_f1_asian,test_target_f1_caucasian,test_target_f1_hispanic,test_target_f1_homosexual,test_target_f1_islam,test_target_f1_jewish,test_target_f1_other,test_target_f1_refugee,test_target_f1_women
0.6153205037117004,0.6525600552558899,0.7750677466392517,0.5300353169441223,0.5945945978164673,0.3396226465702057,0.6236559152603149,0.7932692170143127,0.7011494040489197,0.8846153616905212,0.2922077775001526,0.6609442234039307,0.5733634233474731
