test_target_macro_f1,test_target_micro_f1,test_target_f1_african,test_target_f1_arab,test_target_f1_asian,test_target_f1_caucasian,test_target_f1_hispanic,test_target_f1_homosexual,test_target_f1_islam,test_target_f1_jewish,test_target_f1_other,test_target_f1_refugee,test_target_f1_women,test_target_confusion_african_neg_neg,test_target_confusion_african_neg_pos,test_target_confusion_african_pos_neg,test_target_confusion_african_pos_pos,test_target_confusion_arab_neg_neg,test_target_confusion_arab_neg_pos,test_target_confusion_arab_pos_neg,test_target_confusion_arab_pos_pos,test_target_confusion_asian_neg_neg,test_target_confusion_asian_neg_pos,test_target_confusion_asian_pos_neg,test_target_confusion_asian_pos_pos,test_target_confusion_caucasian_neg_neg,test_target_confusion_caucasian_neg_pos,test_target_confusion_caucasian_pos_neg,test_target_confusion_caucasian_pos_pos,test_target_confusion_hispanic_neg_neg,test_target_confusion_hispanic_neg_pos,test_target_confusion_hispanic_pos_neg,test_target_confusion_hispanic_pos_pos,test_target_confusion_homosexual_neg_neg,test_target_confusion_homosexual_neg_pos,test_target_confusion_homosexual_pos_neg,test_target_confusion_homosexual_pos_pos,test_target_confusion_islam_neg_neg,test_target_confusion_islam_neg_pos,test_target_confusion_islam_pos_neg,test_target_confusion_islam_pos_pos,test_target_confusion_jewish_neg_neg,test_target_confusion_jewish_neg_pos,test_target_confusion_jewish_pos_neg,test_target_confusion_jewish_pos_pos,test_target_confusion_other_neg_neg,test_target_confusion_other_neg_pos,test_target_confusion_other_pos_neg,test_target_confusion_other_pos_pos,test_target_confusion_refugee_neg_neg,test_target_confusion_refugee_neg_pos,test_target_confusion_refugee_pos_neg,test_target_confusion_refugee_pos_pos,test_target_confusion_women_neg_neg,test_target_confusion_women_neg_pos,test_target_confusion_women_pos_neg,test_target_confusion_women_pos_pos
0.5888720154762268,0.6093329787254333,0.7776183485984802,0.4932432472705841,0.6315789222717285,0.3049853444099426,0.5494505763053894,0.7726161479949951,0.6703498959541321,0.8888888955116272,0.26823529601097107,0.5849802494049072,0.5356454849243164,1374,126,29,271,1577,145,5,73,1722,39,3,36,1511,232,5,52,1734,40,1,25,1549,86,7,158,1439,172,7,182,1575,39,6,180,1432,290,21,57,1621,99,6,74,1420,219,22,139
