test_target_macro_f1,test_target_micro_f1,test_target_f1_refugee,test_target_f1_women,test_target_confusion_refugee_neg_neg,test_target_confusion_refugee_neg_pos,test_target_confusion_refugee_pos_neg,test_target_confusion_refugee_pos_pos,test_target_confusion_women_neg_neg,test_target_confusion_women_neg_pos,test_target_confusion_women_pos_neg,test_target_confusion_women_pos_pos
0.610090970993042,0.5959302186965942,0.6481481194496155,0.5720338821411133,1654,67,9,70,1463,178,24,135
