test_target_macro_f1,test_target_micro_f1,test_target_f1_islam,test_target_f1_jewish,test_target_f1_other,test_target_confusion_islam_neg_neg,test_target_confusion_islam_neg_pos,test_target_confusion_islam_pos_neg,test_target_confusion_islam_pos_pos,test_target_confusion_jewish_neg_neg,test_target_confusion_jewish_neg_pos,test_target_confusion_jewish_pos_neg,test_target_confusion_jewish_pos_pos,test_target_confusion_other_neg_neg,test_target_confusion_other_neg_pos,test_target_confusion_other_pos_neg,test_target_confusion_other_pos_pos
0.6302127838134766,0.6757912635803223,0.7211740016937256,0.8888888955116272,0.28057554364204407,1495,125,8,172,1570,43,3,184,1561,173,27,39
